Unnamed: 0,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Citizenship,Family Position,Attendance,Field of Study,Special Needs
1342,1,17,1,9085.0,1.0,1.0,,1,19,38,7.0,7.0,113.9,1,0,0,1,0,1,20,0.0,0,5.0,8,5.0,12.0,,0.0,5.0,8.0,4,15.0,1,12.7,3.7,-1.7,Graduate,Kyiv,,Online,Arts,
320,1,7,1,,1.0,40.0,150.0,1,19,19,9.0,5.0,150.0,0,0,1,0,0,0,26,0.0,0,,3,0.0,,0.0,,6.0,0.0,0,0.0,0,8.9,1.4,3.51,Dropout,Dublin,Youngest Child,Part-Time,Arts,Special Needs
1619,1,42,1,9670.0,1.0,1.0,,1,1,1,9.0,10.0,116.3,1,0,0,1,0,1,20,0.0,3,7.0,10,6.0,12.833333333333334,,2.0,8.0,8.0,5,11.8,0,12.7,3.7,-1.7,Graduate,Lisbon,,Evening Classes,Medicine,
3885,1,18,1,9238.0,1.0,1.0,,1,38,38,9.0,7.0,114.7,0,0,1,1,0,1,18,0.0,0,6.0,9,6.0,10.833333333333334,,0.0,6.0,8.0,6,12.0,0,11.1,0.6,2.02,Graduate,Munich,,Online,Engineering,
2060,1,17,6,9500.0,1.0,1.0,126.0,1,19,37,3.0,9.0,119.4,1,0,0,1,0,1,19,0.0,0,7.0,7,7.0,13.371428571428572,0.0,0.0,8.0,9.0,8,13.666666666666666,0,16.2,0.3,-0.92,Graduate,Sofia,Middle Child,Online,Science,Special Needs
2945,2,39,1,9853.0,,1.0,,1,37,19,9.0,,138.3,0,0,0,1,0,0,45,,0,7.0,12,4.0,10.25,,0.0,,,3,,0,11.1,,2.02,Dropout,,,Online,Medicine,
2219,1,1,1,9070.0,1.0,1.0,130.0,1,37,1,9.0,8.0,120.2,1,0,0,1,1,0,22,0.0,0,6.0,9,6.0,14.666666666666666,0.0,0.0,6.0,12.0,6,14.666666666666666,0,12.7,3.7,-1.7,Graduate,Istanbul,Youngest Child,Online,Commerce,No Special Needs
1673,1,39,1,9500.0,1.0,40.0,130.0,1,1,1,4.0,4.0,190.0,1,0,0,1,0,0,27,0.0,1,7.0,7,7.0,14.757142857142856,0.0,1.0,8.0,9.0,8,14.077777777777778,0,16.2,0.3,-0.92,Graduate,Warsaw,First Child,Full-Time,Science,No Special Needs
1942,2,1,1,,1.0,1.0,127.0,1,12,19,9.0,9.0,123.2,0,0,0,1,0,1,20,0.0,0,,6,6.0,,0.0,,6.0,6.0,6,14.5,0,11.1,0.6,2.02,Graduate,Madrid,Youngest Child,Online,Engineering,No Special Needs
260,1,1,1,9254.0,1.0,1.0,,1,37,38,9.0,7.0,137.0,0,0,0,1,0,1,20,0.0,0,6.0,8,6.0,11.166666666666666,,0.0,6.0,10.0,5,10.6,0,15.5,2.8,-4.06,Graduate,Stockholm,,Online,Science,
3737,1,1,1,9254.0,1.0,1.0,,1,3,1,2.0,4.0,125.0,0,0,0,1,1,0,21,0.0,0,6.0,10,5.0,11.333333333333334,,0.0,6.0,14.0,2,11.5,0,12.7,3.7,-1.7,Enrolled,Sofia,,Full-Time,Commerce,
2039,1,1,4,9238.0,1.0,1.0,134.0,1,38,19,7.0,7.0,128.4,1,0,0,1,0,1,18,0.0,0,6.0,6,6.0,12.5,0.0,0.0,6.0,6.0,6,11.666666666666666,0,10.8,1.4,1.74,Graduate,Paris,Middle Child,Full-Time,Commerce,No Special Needs
689,4,39,2,9147.0,1.0,19.0,133.1,1,37,37,9.0,7.0,116.4,0,0,1,0,1,0,70,0.0,0,5.0,5,0.0,0.0,0.0,0.0,5.0,9.0,0,0.0,0,10.8,1.4,1.74,Dropout,Venice,Middle Child,Full-Time,Arts,No Special Needs
901,1,43,2,9238.0,1.0,1.0,118.0,1,38,38,5.0,5.0,110.0,0,0,0,1,0,1,19,0.0,0,6.0,8,6.0,11.428571428571429,0.0,0.0,6.0,11.0,5,11.2,0,10.8,1.4,1.74,Graduate,Paris,Youngest Child,Part-Time,Commerce,Special Needs
2306,1,7,1,9130.0,1.0,3.0,140.0,1,2,38,2.0,3.0,140.0,1,0,0,0,1,0,18,0.0,2,5.0,7,2.0,13.0,0.0,0.0,5.0,5.0,0,0.0,0,12.7,3.7,-1.7,Dropout,Brussels,First Child,Evening Classes,Medicine,Special Needs
2026,1,1,1,171.0,1.0,1.0,,1,3,2,3.0,3.0,117.0,1,0,0,1,1,0,21,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Graduate,Venice,,Online,Arts,
2892,1,1,2,9670.0,1.0,1.0,,1,1,19,4.0,7.0,135.9,1,0,0,1,0,1,18,0.0,0,6.0,6,6.0,13.166666666666666,,0.0,6.0,8.0,6,12.428571428571429,0,8.9,1.4,3.51,Graduate,Oslo,,Evening Classes,Engineering,
138,1,1,2,9500.0,1.0,1.0,117.0,1,19,1,4.0,7.0,112.1,0,0,0,1,0,1,20,0.0,0,7.0,9,5.0,13.188,0.0,0.0,8.0,9.0,7,12.892857142857142,0,11.1,0.6,2.02,Enrolled,Stockholm,Youngest Child,Full-Time,Medicine,Special Needs
1917,1,1,4,9500.0,1.0,1.0,123.0,1,19,38,9.0,10.0,116.7,1,0,0,1,0,0,20,0.0,0,7.0,7,7.0,12.485714285714286,0.0,0.0,8.0,12.0,8,12.9375,0,16.2,0.3,-0.92,Graduate,Lisbon,Middle Child,Part-Time,Medicine,Special Needs
1828,1,7,1,9500.0,1.0,3.0,,1,37,37,4.0,5.0,120.0,0,0,1,0,0,0,28,0.0,0,7.0,7,0.0,0.0,,0.0,7.0,7.0,0,0.0,7,13.9,-0.3,0.79,Dropout,,,Evening Classes,Engineering,
1573,5,39,1,,1.0,1.0,133.1,1,37,37,9.0,7.0,110.0,0,0,1,0,0,0,28,0.0,0,,17,5.0,,0.0,,6.0,11.0,4,11.75,0,13.9,-0.3,0.79,Dropout,Lisbon,First Child,Online,Arts,No Special Needs
319,1,17,1,9500.0,1.0,1.0,160.0,1,38,38,7.0,7.0,147.8,0,0,0,1,0,0,20,0.0,0,7.0,11,6.0,11.757142857142856,0.0,0.0,8.0,12.0,6,13.083333333333334,0,15.5,2.8,-4.06,Enrolled,Bucharest,First Child,Part-Time,Medicine,Special Needs
653,1,44,1,9238.0,1.0,39.0,,1,38,38,6.0,9.0,126.3,1,0,0,1,0,1,19,0.0,3,6.0,7,5.0,12.2,,2.0,6.0,6.0,6,11.5,0,13.9,-0.3,0.79,Graduate,Oslo,,Full-Time,Arts,
2137,1,1,5,9773.0,1.0,1.0,,1,38,19,9.0,9.0,113.8,1,0,0,1,0,0,19,0.0,0,6.0,7,6.0,12.333333333333334,,0.0,6.0,7.0,6,12.5,0,8.9,1.4,3.51,Graduate,Prague,,Full-Time,Arts,
3685,1,43,1,9003.0,1.0,1.0,120.0,1,1,1,4.0,10.0,134.4,0,0,0,1,1,0,24,0.0,0,6.0,7,6.0,15.714285714285714,0.0,0.0,6.0,10.0,6,15.9,0,15.5,2.8,-4.06,Dropout,,Middle Child,Online,Arts,Special Needs
558,1,44,1,9254.0,1.0,39.0,130.0,1,39,39,194.0,193.0,130.0,1,0,1,1,1,0,23,0.0,0,6.0,12,3.0,11.5,0.0,0.0,6.0,12.0,3,10.666666666666666,0,8.9,1.4,3.51,Enrolled,Edinburgh,Youngest Child,Part-Time,Medicine,Special Needs
2187,1,1,6,9500.0,1.0,1.0,,1,19,38,5.0,7.0,128.5,1,0,0,1,0,1,18,0.0,0,8.0,8,8.0,13.40375,,0.0,8.0,8.0,8,13.40375,0,9.4,-0.8,-3.12,Graduate,Munich,,Evening Classes,Engineering,
112,1,1,1,9085.0,1.0,,,1,19,19,,9.0,139.8,1,0,0,1,0,0,19,,0,5.0,6,,,,0.0,5.0,5.0,5,12.8,0,10.8,1.4,1.74,Graduate,,,Online,Commerce,
531,1,17,1,9670.0,1.0,1.0,,1,19,37,9.0,8.0,121.8,1,0,0,1,1,0,22,0.0,0,6.0,0,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,13.9,-0.3,0.79,Dropout,Athens,,Part-Time,Engineering,
224,1,18,1,9500.0,1.0,1.0,,1,1,38,4.0,5.0,127.5,1,0,0,1,0,1,19,0.0,0,7.0,8,6.0,13.741666666666667,,0.0,8.0,9.0,7,14.9125,0,16.2,0.3,-0.92,Graduate,Amsterdam,,Online,Science,
723,1,39,1,8014.0,0.0,1.0,,1,37,37,90.0,5.0,115.5,0,0,0,0,1,0,33,0.0,0,6.0,6,1.0,11.0,,0.0,6.0,0.0,0,0.0,0,10.8,1.4,1.74,Dropout,Paris,,Evening Classes,Engineering,
3857,1,39,1,9991.0,0.0,19.0,133.1,1,38,19,9.0,10.0,142.7,0,0,1,1,1,1,34,0.0,0,5.0,11,5.0,14.714285714285714,0.0,0.0,5.0,14.0,5,14.375,5,16.2,0.3,-0.92,Graduate,Munich,Middle Child,Online,Medicine,No Special Needs
2883,2,39,1,8014.0,0.0,1.0,140.0,1,37,37,9.0,9.0,128.0,0,0,0,1,0,1,43,0.0,0,6.0,7,6.0,12.333333333333334,0.0,0.0,6.0,8.0,6,11.5,0,8.9,1.4,3.51,Graduate,Helsinki,First Child,Part-Time,Medicine,Special Needs
1141,1,17,6,9147.0,1.0,1.0,121.0,1,19,38,7.0,9.0,123.8,0,0,0,1,0,1,19,0.0,0,5.0,5,5.0,12.4,0.0,0.0,5.0,8.0,3,11.0,0,12.7,3.7,-1.7,Enrolled,Kyiv,First Child,Full-Time,Arts,No Special Needs
1433,1,16,3,9070.0,1.0,1.0,,1,1,38,4.0,8.0,156.9,1,0,0,1,0,0,19,0.0,0,6.0,6,6.0,15.333333333333334,,0.0,6.0,9.0,6,15.833333333333334,0,12.7,3.7,-1.7,Graduate,Barcelona,,Online,Engineering,
2373,1,1,2,9670.0,1.0,1.0,117.0,1,3,1,3.0,5.0,110.7,1,0,0,1,1,0,20,0.0,0,6.0,10,5.0,14.0,0.0,0.0,6.0,10.0,6,12.0,0,11.1,0.6,2.02,Enrolled,Paris,Youngest Child,Part-Time,Arts,Special Needs
3701,1,1,1,9147.0,1.0,1.0,120.0,1,34,34,99.0,99.0,111.6,0,0,1,1,1,1,21,0.0,0,5.0,5,5.0,12.6,0.0,0.0,5.0,9.0,3,12.833333333333334,0,10.8,1.4,1.74,Enrolled,Warsaw,Middle Child,Evening Classes,Engineering,Special Needs
3371,1,1,6,9500.0,1.0,1.0,,1,37,1,5.0,4.0,120.8,1,0,0,1,0,0,19,0.0,6,14.0,22,7.0,12.192307692307692,,6.0,14.0,22.0,7,12.192307692307692,5,7.6,2.6,0.32,Graduate,Lisbon,,Online,Engineering,
3813,1,7,1,8014.0,0.0,43.0,180.0,1,19,19,9.0,4.0,180.0,0,0,0,1,0,0,37,0.0,12,14.0,14,14.0,16.5,0.0,8.0,11.0,11.0,11,16.90909090909091,0,8.9,1.4,3.51,Graduate,Munich,First Child,Full-Time,Science,No Special Needs
1458,1,1,1,9670.0,1.0,1.0,,1,2,38,143.0,163.0,129.7,1,0,0,1,1,0,19,0.0,0,6.0,10,4.0,12.5,,0.0,6.0,12.0,1,10.0,3,16.2,0.3,-0.92,Enrolled,Amsterdam,,Evening Classes,Engineering,
3097,1,17,4,9773.0,1.0,1.0,119.0,1,38,19,9.0,9.0,118.3,0,0,0,1,0,0,19,0.0,0,6.0,8,4.0,11.25,0.0,0.0,6.0,0.0,0,0.0,0,15.5,2.8,-4.06,Dropout,Oslo,First Child,Part-Time,Commerce,No Special Needs
1415,1,1,2,9085.0,1.0,1.0,130.0,1,19,19,90.0,90.0,122.0,0,0,0,1,0,0,20,0.0,0,5.0,6,5.0,12.6,0.0,0.0,5.0,8.0,4,12.333333333333334,0,7.6,2.6,0.32,Graduate,Vienna,Middle Child,Full-Time,Arts,Special Needs
2762,1,39,1,8014.0,0.0,19.0,,1,37,37,5.0,5.0,111.0,1,0,0,1,0,1,26,0.0,0,6.0,10,3.0,12.333333333333334,,0.0,6.0,14.0,3,11.666666666666666,0,7.6,2.6,0.32,Enrolled,Helsinki,,Online,Engineering,
846,2,39,1,9991.0,0.0,1.0,160.0,1,1,1,194.0,131.0,128.4,0,0,0,1,0,0,34,0.0,0,5.0,12,5.0,10.4,0.0,0.0,5.0,11.0,5,12.0,0,12.4,0.5,1.79,Graduate,Saint Petersburg,First Child,Evening Classes,Medicine,Special Needs
193,1,51,1,9853.0,1.0,1.0,139.0,1,1,1,4.0,10.0,134.0,0,0,0,1,0,0,21,0.0,0,6.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,12.4,0.5,1.79,Dropout,Athens,Middle Child,Online,Science,Special Needs
1464,1,17,2,9254.0,1.0,1.0,135.0,1,19,19,4.0,3.0,135.0,1,0,0,1,1,0,20,0.0,0,6.0,8,6.0,11.833333333333334,0.0,0.0,6.0,9.0,5,10.4,0,7.6,2.6,0.32,Enrolled,Zurich,Middle Child,Evening Classes,Medicine,No Special Needs
2621,1,1,1,9070.0,1.0,1.0,110.0,1,1,37,9.0,9.0,105.1,1,0,0,1,0,1,20,0.0,0,6.0,6,6.0,12.0,0.0,0.0,6.0,6.0,6,11.833333333333334,0,12.4,0.5,1.79,Graduate,Kyiv,Youngest Child,Full-Time,Science,Special Needs
946,1,1,1,9147.0,1.0,1.0,156.0,1,3,19,3.0,3.0,151.1,0,0,1,1,1,0,19,0.0,0,5.0,7,5.0,13.6,0.0,0.0,5.0,11.0,5,12.833333333333334,5,16.2,0.3,-0.92,Graduate,Munich,Middle Child,Full-Time,Science,No Special Needs
2021,1,39,1,9853.0,1.0,,,1,19,1,,4.0,128.2,0,0,0,0,0,0,30,,0,6.0,0,,,,0.0,6.0,0.0,0,0.0,0,12.7,3.7,-1.7,Dropout,,,Online,Commerce,
2551,1,17,3,9070.0,1.0,,,1,3,3,,4.0,153.1,1,0,0,1,0,1,20,,0,6.0,6,,,0.0,0.0,6.0,6.0,6,14.333333333333334,0,12.7,3.7,-1.7,Enrolled,,,Evening Classes,Arts,Special Needs
1629,1,39,1,9119.0,1.0,1.0,,1,37,38,9.0,8.0,100.0,0,0,1,1,1,0,24,0.0,0,5.0,11,0.0,0.0,,0.0,5.0,5.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Zurich,,Online,Engineering,
2928,1,1,1,,1.0,1.0,,1,37,37,9.0,3.0,115.7,1,0,0,1,0,0,20,0.0,0,,0,0.0,,,,0.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Saint Petersburg,,Part-Time,Engineering,
117,1,17,1,9147.0,1.0,1.0,120.0,1,19,19,3.0,3.0,113.4,0,0,0,1,0,0,20,0.0,0,5.0,11,3.0,10.333333333333334,0.0,0.0,5.0,10.0,3,10.666666666666666,0,12.4,0.5,1.79,Enrolled,,Youngest Child,Online,Medicine,Special Needs
645,1,1,1,9147.0,1.0,1.0,,1,19,37,9.0,9.0,131.8,1,0,0,1,0,1,19,0.0,0,5.0,8,2.0,10.5,,0.0,5.0,11.0,3,13.333333333333334,0,7.6,2.6,0.32,Enrolled,Amsterdam,,Full-Time,Commerce,
1870,1,17,1,9670.0,1.0,1.0,133.1,1,34,3,7.0,2.0,130.6,1,0,1,0,1,0,23,0.0,0,5.0,5,0.0,0.0,0.0,0.0,5.0,5.0,0,0.0,0,7.6,2.6,0.32,Dropout,Berlin,Youngest Child,Evening Classes,Engineering,Special Needs
3,1,17,2,9773.0,1.0,1.0,122.0,1,38,37,5.0,3.0,119.6,1,0,0,1,0,0,20,0.0,0,6.0,8,6.0,13.428571428571429,0.0,0.0,6.0,10.0,5,12.4,0,9.4,-0.8,-3.12,Graduate,Budapest,Middle Child,Part-Time,Commerce,No Special Needs
74,1,1,2,9773.0,1.0,1.0,,1,38,38,9.0,9.0,132.9,1,0,0,1,1,0,18,0.0,0,6.0,8,6.0,12.333333333333334,,0.0,6.0,11.0,3,12.333333333333334,0,10.8,1.4,1.74,Graduate,Kyiv,,Full-Time,Commerce,
1755,1,1,1,9119.0,1.0,1.0,,1,1,1,3.0,3.0,143.4,0,0,0,0,1,1,18,0.0,0,5.0,5,5.0,14.2,,0.0,5.0,5.0,5,14.2,0,8.9,1.4,3.51,Enrolled,Lisbon,,Evening Classes,Arts,
467,1,43,6,9238.0,1.0,1.0,129.0,1,34,34,0.0,0.0,125.2,0,0,0,1,0,1,23,0.0,15,16.0,18,16.0,13.0,0.0,11.0,13.0,15.0,13,13.266666666666667,0,9.4,-0.8,-3.12,Graduate,Venice,Youngest Child,Evening Classes,Arts,Special Needs
3393,1,1,1,9147.0,1.0,1.0,121.0,1,37,38,9.0,9.0,114.0,0,0,0,1,0,1,19,0.0,0,5.0,7,5.0,12.2,0.0,0.0,5.0,6.0,5,11.2,0,11.1,0.6,2.02,Graduate,Warsaw,First Child,Part-Time,Commerce,No Special Needs
5,2,39,1,9991.0,0.0,19.0,,1,37,37,9.0,7.0,114.8,0,0,1,1,1,0,50,0.0,0,5.0,10,5.0,11.857142857142858,,0.0,5.0,17.0,5,11.5,5,16.2,0.3,-0.92,Graduate,Saint Petersburg,,Part-Time,Medicine,
1246,1,1,1,9238.0,1.0,1.0,128.0,1,19,19,9.0,9.0,120.0,0,0,0,1,0,1,18,0.0,0,6.0,8,6.0,13.5,0.0,0.0,6.0,9.0,6,12.833333333333334,0,11.1,0.6,2.02,Graduate,Munich,First Child,Part-Time,Engineering,Special Needs
919,6,39,1,8014.0,0.0,1.0,,1,37,1,9.0,7.0,114.8,0,0,0,1,0,1,41,0.0,0,6.0,10,5.0,12.833333333333334,,0.0,6.0,6.0,6,12.333333333333334,0,13.9,-0.3,0.79,Graduate,Rome,,Full-Time,Commerce,
2595,1,17,1,9070.0,1.0,1.0,135.0,1,19,37,5.0,9.0,145.9,0,0,0,1,0,1,18,0.0,0,6.0,6,6.0,12.666666666666666,0.0,0.0,6.0,6.0,6,12.166666666666666,0,16.2,0.3,-0.92,Graduate,Brussels,Middle Child,Evening Classes,Commerce,No Special Needs
228,1,39,2,9670.0,1.0,1.0,140.0,1,34,34,0.0,0.0,97.0,1,0,0,1,0,0,28,0.0,0,5.0,5,0.0,0.0,0.0,0.0,5.0,5.0,0,0.0,0,7.6,2.6,0.32,Dropout,Lisbon,First Child,Part-Time,Science,No Special Needs
1063,1,1,1,9500.0,1.0,1.0,149.0,1,19,1,4.0,4.0,134.8,0,0,0,1,0,0,18,0.0,0,8.0,8,8.0,14.445,0.0,0.0,8.0,8.0,8,14.445,0,9.4,-0.8,-3.12,Graduate,Brussels,First Child,Evening Classes,Arts,No Special Needs
2590,1,39,1,9003.0,1.0,1.0,,1,19,19,9.0,9.0,100.0,0,0,0,1,0,0,30,0.0,0,6.0,6,0.0,0.0,,0.0,6.0,6.0,0,0.0,0,11.1,0.6,2.02,Dropout,Rome,,Part-Time,Arts,
242,1,1,2,9147.0,1.0,1.0,118.0,1,37,19,5.0,5.0,119.1,1,0,0,1,0,1,20,0.0,0,5.0,5,5.0,11.6,0.0,0.0,5.0,5.0,5,13.6,0,12.4,0.5,1.79,Graduate,Vienna,First Child,Part-Time,Arts,No Special Needs
2946,1,44,1,9853.0,1.0,39.0,150.0,1,3,37,2.0,7.0,150.0,0,0,0,1,0,0,19,0.0,0,6.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,12.4,0.5,1.79,Dropout,Saint Petersburg,Youngest Child,Part-Time,Medicine,No Special Needs
3624,1,1,2,9147.0,1.0,1.0,,1,3,19,2.0,4.0,113.8,1,0,0,1,0,0,21,0.0,0,5.0,9,3.0,11.666666666666666,,0.0,5.0,9.0,4,11.75,0,8.9,1.4,3.51,Graduate,Prague,,Evening Classes,Engineering,
1160,1,39,1,9991.0,0.0,19.0,133.1,1,37,37,9.0,9.0,117.2,0,0,0,1,0,0,41,0.0,0,5.0,8,5.0,11.0,0.0,0.0,5.0,6.0,5,11.8,1,7.6,2.6,0.32,Graduate,Barcelona,Middle Child,Evening Classes,Arts,Special Needs
3706,1,1,1,9147.0,1.0,1.0,,1,38,1,5.0,5.0,127.1,1,0,0,1,1,1,22,0.0,0,5.0,8,5.0,11.2,,0.0,5.0,13.0,4,11.25,0,12.7,3.7,-1.7,Graduate,Budapest,,Full-Time,Medicine,
4011,1,5,1,9147.0,1.0,1.0,126.0,1,19,38,5.0,6.0,117.3,1,0,0,1,0,0,19,0.0,0,5.0,15,3.0,10.8,0.0,0.0,5.0,6.0,3,10.5,0,13.9,-0.3,0.79,Enrolled,Zurich,First Child,Online,Science,Special Needs
3629,1,1,1,9670.0,1.0,1.0,123.0,1,19,19,9.0,8.0,125.5,0,0,0,0,0,1,19,0.0,0,6.0,6,6.0,13.833333333333334,0.0,0.0,6.0,7.0,6,14.285714285714286,0,8.9,1.4,3.51,Graduate,Vienna,First Child,Part-Time,Medicine,No Special Needs
2890,2,39,1,8014.0,0.0,12.0,,1,34,34,0.0,0.0,157.8,0,0,0,1,0,0,44,0.0,5,8.0,13,8.0,13.75,,2.0,6.0,9.0,6,12.5,0,7.6,2.6,0.32,Graduate,Prague,,Full-Time,Science,
3421,1,44,1,9085.0,1.0,39.0,130.0,1,37,38,9.0,6.0,130.0,1,0,0,1,0,0,23,0.0,0,6.0,7,0.0,0.0,0.0,0.0,6.0,7.0,0,0.0,0,11.1,0.6,2.02,Dropout,Munich,Middle Child,Part-Time,Medicine,Special Needs
2563,1,1,1,9238.0,1.0,1.0,133.0,1,38,1,2.0,4.0,126.0,0,0,0,1,0,0,20,0.0,0,6.0,11,1.0,12.0,0.0,0.0,5.0,10.0,0,0.0,0,9.4,-0.8,-3.12,Enrolled,Istanbul,Middle Child,Evening Classes,Arts,Special Needs
2671,2,39,1,9991.0,0.0,1.0,,1,38,38,1.0,4.0,138.7,0,0,0,1,1,0,43,0.0,0,5.0,5,5.0,13.8,,0.0,5.0,6.0,5,13.666666666666666,0,10.8,1.4,1.74,Graduate,Istanbul,,Evening Classes,Engineering,
1526,1,17,1,9773.0,1.0,1.0,112.0,1,1,1,5.0,1.0,111.7,0,0,1,0,1,0,19,0.0,0,6.0,6,6.0,12.5,0.0,0.0,6.0,10.0,4,12.6,0,15.5,2.8,-4.06,Dropout,London,First Child,Online,Engineering,No Special Needs
1605,1,53,1,9003.0,1.0,42.0,130.0,1,38,38,9.0,9.0,130.0,1,0,1,1,1,0,20,0.0,7,12.0,16,11.0,12.545454545454543,0.0,5.0,10.0,12.0,8,11.625,0,8.9,1.4,3.51,Enrolled,Brussels,Middle Child,Online,Science,No Special Needs
4273,1,17,2,9085.0,1.0,1.0,,1,3,19,2.0,9.0,118.9,0,0,0,1,1,0,18,0.0,0,5.0,5,3.0,14.0,,0.0,5.0,7.0,3,12.666666666666666,0,7.6,2.6,0.32,Enrolled,Brussels,,Online,Engineering,
2324,1,18,1,9238.0,1.0,,,1,1,3,,2.0,112.6,1,0,0,1,1,0,21,,0,6.0,9,,,,0.0,6.0,10.0,6,10.5,0,12.7,3.7,-1.7,Graduate,,,Evening Classes,Medicine,
2709,4,39,1,9556.0,1.0,1.0,,1,19,3,9.0,2.0,130.0,0,0,0,1,0,0,25,0.0,0,7.0,14,7.0,11.95,,0.0,8.0,15.0,7,12.042857142857144,0,12.7,3.7,-1.7,Enrolled,Dublin,,Online,Engineering,
3698,1,1,1,9500.0,1.0,1.0,,1,38,38,5.0,10.0,101.0,0,0,0,1,1,0,20,0.0,0,7.0,14,5.0,12.87857142857143,,0.0,8.0,15.0,7,11.85625,0,15.5,2.8,-4.06,Graduate,Munich,,Online,Engineering,
4065,1,43,1,8014.0,0.0,1.0,,1,38,19,5.0,4.0,118.3,0,0,0,1,0,0,20,0.0,2,6.0,6,6.0,12.166666666666666,,0.0,6.0,7.0,5,14.0,0,12.7,3.7,-1.7,Enrolled,Madrid,,Online,Arts,
3448,1,1,1,9773.0,1.0,1.0,140.0,1,19,37,9.0,6.0,135.8,1,0,0,1,0,1,19,0.0,0,6.0,6,6.0,13.0,0.0,0.0,6.0,7.0,6,13.0,0,10.8,1.4,1.74,Graduate,Athens,Youngest Child,Online,Arts,Special Needs
1989,1,1,5,9670.0,1.0,,,1,4,1,,10.0,112.0,1,0,0,1,0,0,18,,0,6.0,10,,,0.0,0.0,6.0,11.0,5,12.2,0,8.9,1.4,3.51,Enrolled,,,Part-Time,Engineering,Special Needs
3732,1,1,3,171.0,1.0,1.0,,1,4,3,1.0,1.0,144.2,1,0,0,1,1,0,19,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,12.7,3.7,-1.7,Graduate,Istanbul,,Part-Time,Arts,
2362,1,1,5,9147.0,1.0,1.0,,1,19,19,9.0,9.0,114.2,1,0,0,1,1,0,20,0.0,0,5.0,9,3.0,10.333333333333334,,0.0,5.0,6.0,5,12.8,0,12.4,0.5,1.79,Graduate,Venice,,Evening Classes,Commerce,
1975,1,51,1,9070.0,1.0,1.0,143.0,1,1,1,4.0,4.0,120.0,1,0,0,1,0,0,21,0.0,3,10.0,10,10.0,13.0,0.0,5.0,11.0,11.0,10,11.4,0,11.1,0.6,2.02,Dropout,Kyiv,Youngest Child,Part-Time,Science,Special Needs
1761,1,17,1,171.0,1.0,1.0,140.0,41,1,1,5.0,7.0,146.3,1,0,0,1,0,1,18,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,12.7,3.7,-1.7,Dropout,Prague,Youngest Child,Full-Time,Science,No Special Needs
3391,1,42,1,9500.0,1.0,1.0,124.0,1,19,19,4.0,9.0,124.0,0,0,0,1,0,0,23,0.0,0,8.0,8,8.0,12.88625,0.0,0.0,8.0,8.0,8,12.88625,0,9.4,-0.8,-3.12,Graduate,Edinburgh,First Child,Evening Classes,Commerce,No Special Needs
1305,1,1,3,,1.0,1.0,,1,19,19,9.0,9.0,123.0,1,0,0,1,0,0,18,0.0,0,,6,6.0,,,,6.0,7.0,6,12.833333333333334,0,12.7,3.7,-1.7,Graduate,Oslo,,Full-Time,Engineering,
2739,1,1,4,,1.0,1.0,,1,37,1,9.0,9.0,145.0,1,0,0,1,0,1,19,0.0,0,,7,4.0,,,,5.0,5.0,5,13.6,0,10.8,1.4,1.74,Graduate,Sofia,,Online,Medicine,
1541,2,39,1,9853.0,1.0,12.0,133.1,1,37,37,7.0,8.0,103.0,0,0,0,1,0,0,41,0.0,0,6.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Dublin,Youngest Child,Evening Classes,Medicine,No Special Needs
4124,1,1,1,9085.0,1.0,1.0,147.0,1,37,19,9.0,5.0,133.7,1,0,0,1,0,1,19,0.0,0,5.0,10,2.0,13.5,0.0,0.0,5.0,11.0,5,11.4,1,10.8,1.4,1.74,Enrolled,Prague,Middle Child,Evening Classes,Medicine,Special Needs
2472,1,1,1,9670.0,1.0,1.0,,1,1,1,9.0,9.0,129.1,1,0,0,1,1,0,18,0.0,0,6.0,6,4.0,11.25,,0.0,6.0,10.0,3,10.333333333333334,0,10.8,1.4,1.74,Dropout,,,Full-Time,Science,
